Month,Date,Cases,Death
2022-01-01 00:00:00,2022-01-01 00:00:00,4,0
,2022-01-02 00:00:00,11,0
,2022-01-03 00:00:00,29,0
,2022-01-04 00:00:00,4,0
,2022-01-05 00:00:00,4,0
,2022-01-06 00:00:00,9,0
,2022-01-07 00:00:00,1,0
,2022-01-08 00:00:00,2,0
,2022-01-09 00:00:00,7,0
,2022-01-10 00:00:00,3,0
,2022-01-11 00:00:00,3,0
,2022-01-12 00:00:00,14,0
,2022-01-13 00:00:00,3,0
,2022-01-14 00:00:00,1,0
,2022-01-15 00:00:00,5,0
,2022-01-16 00:00:00,2,0
,2022-01-17 00:00:00,2,0
,2022-01-18 00:00:00,4,0
,2022-01-19 00:00:00,7,0
,2022-01-20 00:00:00,1,0
,2022-01-21 00:00:00,0,0
,2022-01-22 00:00:00,0,0
,2022-01-23 00:00:00,2,0
,2022-01-24 00:00:00,3,0
,2022-01-25 00:00:00,1,0
,2022-01-26 00:00:00,0,0
,2022-01-27 00:00:00,1,0
,2022-01-28 00:00:00,2,0
,2022-01-29 00:00:00,0,0
,2022-01-30 00:00:00,0,0
,2022-01-31 00:00:00,1,0
2022-02-01 00:00:00,2022-02-01 00:00:00,0,0
,2022-02-02 00:00:00,2,0
,2022-02-03 00:00:00,2,0
,2022-02-04 00:00:00,0,0
,2022-02-05 00:00:00,2,0
,2022-02-06 00:00:00,1,0
,2022-02-07 00:00:00,0,0
,2022-02-08 00:00:00,0,0
,2022-02-09 00:00:00,0,0
,2022-02-10 00:00:00,0,0
,2022-02-11 00:00:00,0,0
,2022-02-12 00:00:00,5,0
,2022-02-13 00:00:00,1,0
,2022-02-14 00:00:00,2,0
,2022-02-15 00:00:00,1,0
,2022-02-16 00:00:00,0,0
,2022-02-17 00:00:00,0,0
,2022-02-18 00:00:00,0,0
,2022-02-19 00:00:00,0,0
,2022-02-20 00:00:00,0,0
,2022-02-21 00:00:00,0,0
,2022-02-22 00:00:00,1,0
,2022-02-23 00:00:00,2,0
,2022-02-24 00:00:00,0,0
,2022-02-25 00:00:00,0,0
,2022-02-26 00:00:00,0,0
,2022-02-27 00:00:00,0,0
,2022-02-28 00:00:00,0,0
2022-03-01 00:00:00,2022-03-01 00:00:00,0,0
,2022-03-02 00:00:00,1,0
,2022-03-03 00:00:00,0,0
,2022-03-04 00:00:00,0,0
,2022-03-05 00:00:00,0,0
,2022-03-06 00:00:00,3,0
,2022-03-07 00:00:00,0,0
,2022-03-08 00:00:00,0,0
,2022-03-09 00:00:00,1,0
,2022-03-10 00:00:00,1,0
,2022-03-11 00:00:00,2,0
,2022-03-12 00:00:00,0,0
,2022-03-13 00:00:00,0,0
,2022-03-14 00:00:00,0,0
,2022-03-15 00:00:00,0,0
,2022-03-16 00:00:00,1,0
,2022-03-17 00:00:00,0,0
,2022-03-18 00:00:00,0,0
,2022-03-19 00:00:00,0,0
,2022-03-20 00:00:00,0,0
,2022-03-21 00:00:00,0,0
,2022-03-22 00:00:00,0,0
,2022-03-23 00:00:00,2,0
,2022-03-24 00:00:00,1,0
,2022-03-25 00:00:00,0,0
,2022-03-26 00:00:00,1,0
,2022-03-27 00:00:00,1,0
,2022-03-28 00:00:00,0,0
,2022-03-29 00:00:00,2,0
,2022-03-30 00:00:00,4,0
,2022-03-31 00:00:00,0,0
2022-04-01 00:00:00,2022-04-01 00:00:00,0,0
,2022-04-02 00:00:00,0,0
,2022-04-03 00:00:00,2,0
,2022-04-04 00:00:00,0,0
,2022-04-05 00:00:00,0,0
,2022-04-06 00:00:00,0,0
,2022-04-07 00:00:00,1,0
,2022-04-08 00:00:00,0,0
,2022-04-09 00:00:00,0,0
,2022-04-10 00:00:00,2,0
,2022-04-11 00:00:00,1,0
,2022-04-12 00:00:00,0,0
,2022-04-13 00:00:00,2,0
,2022-04-14 00:00:00,0,0
,2022-04-15 00:00:00,0,0
,2022-04-16 00:00:00,2,0
,2022-04-17 00:00:00,1,0
,2022-04-18 00:00:00,1,0
,2022-04-19 00:00:00,0,0
,2022-04-20 00:00:00,2,0
,2022-04-21 00:00:00,2,0
,2022-04-22 00:00:00,0,0
,2022-04-23 00:00:00,0,0
,2022-04-24 00:00:00,1,0
,2022-04-25 00:00:00,2,0
,2022-04-26 00:00:00,3,0
,2022-04-27 00:00:00,1,0
,2022-04-28 00:00:00,0,0
,2022-04-29 00:00:00,0,0
,2022-04-30 00:00:00,0,0
2022-05-01 00:00:00,2022-05-01 00:00:00,0,0
,2022-05-02 00:00:00,0,0
,2022-05-03 00:00:00,0,0
,2022-05-04 00:00:00,0,0
,2022-05-05 00:00:00,1,0
,2022-05-06 00:00:00,1,0
,2022-05-07 00:00:00,0,0
,2022-05-08 00:00:00,5,0
,2022-05-09 00:00:00,1,0
,2022-05-10 00:00:00,2,0
,2022-05-11 00:00:00,0,0
,2022-05-12 00:00:00,0,0
,2022-05-13 00:00:00,1,0
,2022-05-14 00:00:00,3,0
,2022-05-15 00:00:00,1,0
,2022-05-16 00:00:00,8,0
,2022-05-17 00:00:00,12,0
,2022-05-18 00:00:00,5,0
,2022-05-19 00:00:00,5,0
,2022-05-20 00:00:00,0,0
,2022-05-21 00:00:00,9,0
,2022-05-22 00:00:00,6,0
,2022-05-23 00:00:00,15,0
,2022-05-24 00:00:00,12,0
,2022-05-25 00:00:00,6,0
,2022-05-26 00:00:00,7,0
,2022-05-27 00:00:00,6,0
,2022-05-28 00:00:00,15,0
,2022-05-29 00:00:00,10,0
,2022-05-30 00:00:00,18,0
,2022-05-31 00:00:00,14,0
2022-06-01 00:00:00,2022-06-01 00:00:00,9,0
,2022-06-02 00:00:00,20,0
,2022-06-03 00:00:00,17,0
,2022-06-04 00:00:00,13,0
,2022-06-05 00:00:00,15,0
,2022-06-06 00:00:00,20,0
,2022-06-07 00:00:00,17,0
,2022-06-08 00:00:00,16,0
,2022-06-09 00:00:00,31,0
,2022-06-10 00:00:00,17,0
,2022-06-11 00:00:00,20,0
,2022-06-12 00:00:00,24,0
,2022-06-13 00:00:00,18,0
,2022-06-14 00:00:00,18,0
,2022-06-15 00:00:00,22,0
,2022-06-16 00:00:00,31,0
,2022-06-17 00:00:00,29,0
,2022-06-18 00:00:00,40,0
,2022-06-19 00:00:00,24,0
,2022-06-20 00:00:00,27,0
,2022-06-21 00:00:00,27,1
,2022-06-22 00:00:00,27,0
,2022-06-23 00:00:00,29,0
,2022-06-24 00:00:00,21,0
,2022-06-25 00:00:00,35,0
,2022-06-26 00:00:00,32,0
,2022-06-27 00:00:00,17,0
,2022-06-28 00:00:00,47,0
,2022-06-29 00:00:00,40,0
,2022-06-30 00:00:00,33,0
2022-07-01 00:00:00,2022-07-01 00:00:00,22,0
,2022-07-02 00:00:00,49,0
,2022-07-03 00:00:00,42,0
,2022-07-04 00:00:00,36,0
,2022-07-05 00:00:00,46,0
,2022-07-06 00:00:00,32,0
,2022-07-07 00:00:00,31,0
,2022-07-08 00:00:00,29,0
,2022-07-09 00:00:00,17,0
,2022-07-10 00:00:00,4,0
,2022-07-11 00:00:00,7,0
,2022-07-12 00:00:00,73,0
,2022-07-13 00:00:00,51,0
,2022-07-14 00:00:00,51,0
,2022-07-15 00:00:00,31,0
,2022-07-16 00:00:00,60,0
,2022-07-17 00:00:00,53,2
,2022-07-18 00:00:00,66,0
,2022-07-19 00:00:00,51,2
,2022-07-20 00:00:00,70,0
,2022-07-21 00:00:00,69,0
,2022-07-22 00:00:00,35,0
,2022-07-23 00:00:00,67,1
,2022-07-24 00:00:00,65,0
,2022-07-25 00:00:00,60,1
,2022-07-26 00:00:00,99,1
,2022-07-27 00:00:00,61,0
,2022-07-28 00:00:00,64,0
,2022-07-29 00:00:00,65,0
,2022-07-30 00:00:00,85,1
,2022-07-31 00:00:00,80,1
2022-08-01 00:00:00,2022-08-01 00:00:00,87,0
,2022-08-02 00:00:00,65,2
,2022-08-03 00:00:00,77,0
,2022-08-04 00:00:00,91,1
,2022-08-05 00:00:00,40,1
,2022-08-06 00:00:00,77,0
,2022-08-07 00:00:00,87,1
,2022-08-08 00:00:00,79,0
,2022-08-09 00:00:00,53,0
,2022-08-10 00:00:00,92,0
,2022-08-11 00:00:00,90,1
,2022-08-12 00:00:00,53,0
,2022-08-13 00:00:00,92,0
,2022-08-14 00:00:00,116,0
,2022-08-15 00:00:00,96,0
,2022-08-16 00:00:00,128,1
,2022-08-17 00:00:00,98,0
,2022-08-18 00:00:00,93,0
,2022-08-19 00:00:00,54,0
,2022-08-20 00:00:00,117,1
,2022-08-21 00:00:00,135,2
,2022-08-22 00:00:00,139,0
,2022-08-23 00:00:00,153,0
,2022-08-24 00:00:00,165,0
,2022-08-25 00:00:00,180,0
,2022-08-26 00:00:00,68,0
,2022-08-27 00:00:00,131,0
,2022-08-28 00:00:00,176,0
,2022-08-29 00:00:00,201,1
,2022-08-30 00:00:00,237,0
,2022-08-31 00:00:00,251,1
2022-09-01 00:00:00,2022-09-01 00:00:00,176,1
,2022-09-02 00:00:00,90,0
,2022-09-03 00:00:00,245,1
,2022-09-04 00:00:00,213,0
,2022-09-05 00:00:00,208,3
,2022-09-06 00:00:00,284,5
,2022-09-07 00:00:00,279,0
,2022-09-08 00:00:00,275,0
,2022-09-09 00:00:00,145,0
,2022-09-10 00:00:00,294,1
,2022-09-11 00:00:00,360,1
,2022-09-12 00:00:00,345,4
,2022-09-13 00:00:00,353,2
,2022-09-14 00:00:00,389,0
,2022-09-15 00:00:00,395,1
,2022-09-16 00:00:00,164,2
,2022-09-17 00:00:00,381,2
,2022-09-18 00:00:00,399,1
,2022-09-19 00:00:00,392,0
,2022-09-20 00:00:00,438,0
,2022-09-21 00:00:00,431,1
,2022-09-22 00:00:00,437,2
,2022-09-23 00:00:00,125,2
,2022-09-24 00:00:00,440,0
,2022-09-25 00:00:00,440,0
,2022-09-26 00:00:00,482,3
,2022-09-27 00:00:00,460,1
,2022-09-28 00:00:00,524,1
,2022-09-29 00:00:00,506,0
,2022-09-30 00:00:00,240,0
2022-10-01 00:00:00,2022-10-01 00:00:00,635,1
,2022-10-02 00:00:00,568,2
,2022-10-03 00:00:00,525,3
,2022-10-04 00:00:00,482,0
,2022-10-05 00:00:00,344,2
,2022-10-06 00:00:00,637,0
,2022-10-07 00:00:00,240,1
,2022-10-08 00:00:00,712,3
,2022-10-09 00:00:00,334,1
,2022-10-10 00:00:00,624,2
,2022-10-11 00:00:00,677,4
,2022-10-12 00:00:00,647,1
,2022-10-13 00:00:00,765,8
,2022-10-14 00:00:00,310,0
,2022-10-15 00:00:00,734,6
,2022-10-16 00:00:00,855,5
,2022-10-17 00:00:00,857,2
,2022-10-18 00:00:00,900,3
,2022-10-19 00:00:00,864,7
,2022-10-20 00:00:00,896,4
,2022-10-21 00:00:00,409,0
,2022-10-22 00:00:00,922,2
,2022-10-23 00:00:00,1034,1
,2022-10-24 00:00:00,903,5
,2022-10-25 00:00:00,750,0
,2022-10-26 00:00:00,923,2
,2022-10-27 00:00:00,899,3
,2022-10-28 00:00:00,440,5
,2022-10-29 00:00:00,869,6
,2022-10-30 00:00:00,1020,2
,2022-10-31 00:00:00,873,5
2022-11-01 00:00:00,2022-11-01 00:00:00,983,7
,2022-11-02 00:00:00,1094,4
,2022-11-03 00:00:00,882,9
,2022-11-04 00:00:00,428,1
,2022-11-05 00:00:00,788,5
,2022-11-06 00:00:00,908,3
,2022-11-07 00:00:00,875,7
,2022-11-08 00:00:00,820,5
,2022-11-09 00:00:00,796,5
,2022-11-10 00:00:00,888,5
,2022-11-11 00:00:00,266,1
,2022-11-12 00:00:00,918,6
,2022-11-13 00:00:00,859,3
,2022-11-14 00:00:00,760,3
,2022-11-15 00:00:00,629,8
,2022-11-16 00:00:00,675,3
,2022-11-17 00:00:00,685,1
,2022-11-18 00:00:00,250,3
,2022-11-19 00:00:00,559,6
,2022-11-20 00:00:00,646,4
,2022-11-21 00:00:00,606,4
,2022-11-22 00:00:00,515,3
,2022-11-23 00:00:00,477,3
,2022-11-24 00:00:00,519,1
,2022-11-25 00:00:00,221,1
,2022-11-26 00:00:00,462,2
,2022-11-27 00:00:00,523,3
,2022-11-28 00:00:00,366,0
,2022-11-29 00:00:00,436,3
,2022-11-30 00:00:00,426,4
2022-12-01 00:00:00,2022-12-01 00:00:00,380,0
,2022-12-02 00:00:00,120,0
,2022-12-03 00:00:00,351,0
,2022-12-04 00:00:00,410,3
,2022-12-05 00:00:00,308,0
,2022-12-06 00:00:00,269,1
,2022-12-07 00:00:00,253,2
,2022-12-08 00:00:00,246,3
,2022-12-09 00:00:00,118,0
,2022-12-10 00:00:00,265,3
,2022-12-11 00:00:00,220,0
,2022-12-12 00:00:00,224,0
,2022-12-13 00:00:00,220,1
,2022-12-14 00:00:00,184,0
,2022-12-15 00:00:00,163,2
,2022-12-16 00:00:00,49,0
,2022-12-17 00:00:00,125,2
,2022-12-18 00:00:00,145,0
,2022-12-19 00:00:00,113,0
,2022-12-20 00:00:00,108,1
,2022-12-21 00:00:00,126,1
,2022-12-22 00:00:00,89,1
,2022-12-23 00:00:00,39,0
,2022-12-24 00:00:00,89,2
,2022-12-25 00:00:00,49,0
,2022-12-26 00:00:00,106,2
,2022-12-27 00:00:00,62,3
,2022-12-28 00:00:00,67,0
,2022-12-29 00:00:00,65,0
,2022-12-30 00:00:00,14,0
,2022-12-31 00:00:00,47,0
2023-01-01 00:00:00,2023-01-01 00:00:00,41,0
,2023-01-02 00:00:00,38,0
,2023-01-03 00:00:00,48,0
,2023-01-04 00:00:00,49,0
,2023-01-05 00:00:00,31,0
,2023-01-06 00:00:00,8,0
,2023-01-07 00:00:00,27,0
,2023-01-08 00:00:00,27,0
,2023-01-09 00:00:00,20,1
,2023-01-10 00:00:00,32,0
,2023-01-11 00:00:00,,
,2023-01-12 00:00:00,18,0
,2023-01-13 00:00:00,10,1
,2023-01-14 00:00:00,7,0
,2023-01-15 00:00:00,22,1
,2023-01-16 00:00:00,13,0
,2023-01-17 00:00:00,12,0
,2023-01-18 00:00:00,14,2
,2023-01-19 00:00:00,16,0
,2023-01-20 00:00:00,1,0
,2023-01-21 00:00:00,11,1
,2023-01-22 00:00:00,8,0
,2023-01-23 00:00:00,15,0
,2023-01-24 00:00:00,14,0
,2023-01-25 00:00:00,12,0
,2023-01-26 00:00:00,,
,2023-01-27 00:00:00,2,0
,2023-01-28 00:00:00,6,0
,2023-01-29 00:00:00,14,0
,2023-01-30 00:00:00,7,0
,2023-01-31 00:00:00,14,0
2023-02-01 00:00:00,2023-02-01 00:00:00,2,0
,2023-02-02 00:00:00,8,0
,2023-02-03 00:00:00,2,0
,2023-02-04 00:00:00,10,1
,2023-02-05 00:00:00,5,1
,2023-02-06 00:00:00,11,0
,2023-02-07 00:00:00,7,0
,2023-02-08 00:00:00,11,0
,2023-02-09 00:00:00,6,0
,2023-02-10 00:00:00,3,0
,2023-02-11 00:00:00,13,0
,2023-02-12 00:00:00,14,0
,2023-02-13 00:00:00,5,0
,2023-02-14 00:00:00,10,0
,2023-02-15 00:00:00,9,0
,2023-02-16 00:00:00,,
,2023-02-17 00:00:00,0,0
,2023-02-18 00:00:00,5,0
,2023-02-19 00:00:00,4,0
,2023-02-20 00:00:00,4,1
,2023-02-21 00:00:00,1,0
,2023-02-22 00:00:00,8,0
,2023-02-23 00:00:00,5,0
,2023-02-24 00:00:00,2,0
,2023-02-25 00:00:00,4,0
,2023-02-26 00:00:00,8,0
,2023-02-27 00:00:00,3,0
,2023-02-28 00:00:00,2,0
2023-03-01 00:00:00,2023-03-01 00:00:00,3,0
,2023-03-02 00:00:00,16,0
,2023-03-03 00:00:00,1,0
,2023-03-04 00:00:00,2,0
,2023-03-05 00:00:00,4,0
,2023-03-06 00:00:00,8,0
,2023-03-07 00:00:00,2,0
,2023-03-08 00:00:00,1,0
,2023-03-09 00:00:00,7,0
,2023-03-10 00:00:00,1,0
,2023-03-11 00:00:00,2,0
,2023-03-12 00:00:00,3,0
,2023-03-13 00:00:00,4,0
,2023-03-14 00:00:00,2,0
,2023-03-15 00:00:00,5,0
,2023-03-16 00:00:00,3,0
,2023-03-17 00:00:00,0,0
,2023-03-18 00:00:00,4,0
,2023-03-19 00:00:00,7,0
,2023-03-20 00:00:00,2,0
,2023-03-21 00:00:00,4,0
,2023-03-22 00:00:00,5,0
,2023-03-23 00:00:00,1,0
,2023-03-24 00:00:00,0,0
,2023-03-25 00:00:00,6,0
,2023-03-26 00:00:00,0,0
,2023-03-27 00:00:00,4,0
,2023-03-28 00:00:00,6,0
,2023-03-29 00:00:00,2,0
,2023-03-30 00:00:00,6,0
,2023-03-31 00:00:00,0,0
2023-04-01 00:00:00,2023-04-01 00:00:00,4,0
,2023-04-02 00:00:00,3,0
,2023-04-03 00:00:00,2,0
,2023-04-04 00:00:00,5,0
,2023-04-05 00:00:00,5,0
,2023-04-06 00:00:00,12,0
,2023-04-07 00:00:00,0,0
,2023-04-08 00:00:00,1,0
,2023-04-09 00:00:00,4,0
,2023-04-10 00:00:00,9,0
,2023-04-11 00:00:00,6,0
,2023-04-12 00:00:00,4,0
,2023-04-13 00:00:00,3,1
,2023-04-14 00:00:00,0,0
,2023-04-15 00:00:00,0,0
,2023-04-16 00:00:00,7,0
,2023-04-17 00:00:00,5,0
,2023-04-18 00:00:00,7,0
,2023-04-19 00:00:00,0,0
,2023-04-20 00:00:00,1,0
,2023-04-21 00:00:00,0,0
,2023-04-22 00:00:00,0,0
,2023-04-23 00:00:00,0,0
,2023-04-24 00:00:00,9,0
,2023-04-25 00:00:00,11,0
,2023-04-26 00:00:00,8,0
,2023-04-27 00:00:00,13,0
,2023-04-28 00:00:00,0,0
,2023-04-29 00:00:00,15,1
,2023-04-30 00:00:00,9,0
2023-05-01 00:00:00,2023-05-01 00:00:00,24,0
,2023-05-02 00:00:00,27,0
,2023-05-03 00:00:00,16,0
,2023-05-04 00:00:00,9,0
,2023-05-05 00:00:00,4,0
,2023-05-06 00:00:00,14,0
,2023-05-07 00:00:00,9,0
,2023-05-08 00:00:00,34,0
,2023-05-09 00:00:00,21,0
,2023-05-10 00:00:00,28,0
,2023-05-11 00:00:00,19,1
,2023-05-12 00:00:00,5,0
,2023-05-13 00:00:00,29,0
,2023-05-14 00:00:00,18,0
,2023-05-15 00:00:00,18,0
,2023-05-16 00:00:00,31,0
,2023-05-17 00:00:00,38,0
,2023-05-18 00:00:00,29,0
,2023-05-19 00:00:00,3,0
,2023-05-20 00:00:00,52,0
,2023-05-21 00:00:00,33,1
,2023-05-22 00:00:00,40,0
,2023-05-23 00:00:00,46,0
,2023-05-24 00:00:00,35,0
,2023-05-25 00:00:00,52,0
,2023-05-26 00:00:00,4,0
,2023-05-27 00:00:00,80,0
,2023-05-28 00:00:00,67,0
,2023-05-29 00:00:00,72,0
,2023-05-30 00:00:00,84,0
,2023-05-31 00:00:00,95,0
2023-06-01 00:00:00,2023-06-01 00:00:00,112,0
,2023-06-02 00:00:00,4,0
,2023-06-03 00:00:00,141,0
,2023-06-04 00:00:00,97,3
,2023-06-05 00:00:00,101,1
,2023-06-06 00:00:00,96,0
,2023-06-07 00:00:00,147,2
,2023-06-08 00:00:00,134,2
,2023-06-09 00:00:00,11,0
,2023-06-10 00:00:00,156,1
,2023-06-11 00:00:00,189,2
,2023-06-12 00:00:00,180,2
,2023-06-13 00:00:00,211,1
,2023-06-14 00:00:00,201,1
,2023-06-15 00:00:00,285,1
,2023-06-16 00:00:00,39,0
,2023-06-17 00:00:00,477,4
,2023-06-18 00:00:00,305,1
,2023-06-19 00:00:00,322,2
,2023-06-20 00:00:00,334,0
,2023-06-21 00:00:00,360,2
,2023-06-22 00:00:00,369,1
,2023-06-23 00:00:00,46,1
,2023-06-24 00:00:00,500,2
,2023-06-25 00:00:00,399,3
,2023-06-26 00:00:00,371,0
,2023-06-27 00:00:00,145,2
,2023-06-28 00:00:00,108,0
,2023-06-29 00:00:00,44,0
,2023-06-30 00:00:00,72,0
2023-07-01 00:00:00,2023-07-01 00:00:00,270,3
,2023-07-02 00:00:00,509,2
,2023-07-03 00:00:00,436,4
,2023-07-04 00:00:00,678,5
,2023-07-05 00:00:00,584,1
,2023-07-06 00:00:00,661,2
,2023-07-07 00:00:00,182,1
,2023-07-08 00:00:00,820,2
,2023-07-09 00:00:00,836,6
,2023-07-10 00:00:00,889,3
,2023-07-11 00:00:00,1054,7
,2023-07-12 00:00:00,1246,7
,2023-07-13 00:00:00,1239,5
,2023-07-14 00:00:00,449,0
,2023-07-15 00:00:00,1623,7
,2023-07-16 00:00:00,1424,6
,2023-07-17 00:00:00,1589,8
,2023-07-18 00:00:00,1533,13
,2023-07-19 00:00:00,1792,19
,2023-07-20 00:00:00,1755,9
,2023-07-21 00:00:00,896,1
,2023-07-22 00:00:00,2242,11
,2023-07-23 00:00:00,2292,9
,2023-07-24 00:00:00,2293,9
,2023-07-25 00:00:00,2418,16
,2023-07-26 00:00:00,2653,14
,2023-07-27 00:00:00,2361,10
,2023-07-28 00:00:00,1503,4
,2023-07-29 00:00:00,2202,10
,2023-07-30 00:00:00,2731,8
,2023-07-31 00:00:00,2694,4
2023-08-01 00:00:00,2023-08-01 00:00:00,2584,10
,2023-08-02 00:00:00,2711,12
,2023-08-03 00:00:00,2589,10
,2023-08-04 00:00:00,1757,10
,2023-08-05 00:00:00,2495,10
,2023-08-06 00:00:00,2764,10
,2023-08-07 00:00:00,2751,14
,2023-08-08 00:00:00,2742,13
,2023-08-09 00:00:00,2834,12
,2023-08-10 00:00:00,2969,12
,2023-08-11 00:00:00,2046,9
,2023-08-12 00:00:00,2432,14
,2023-08-13 00:00:00,2905,11
,2023-08-14 00:00:00,2480,18
,2023-08-15 00:00:00,1984,10
,2023-08-16 00:00:00,2149,9
,2023-08-17 00:00:00,2288,9
,2023-08-18 00:00:00,1565,9
,2023-08-19 00:00:00,1983,13
,2023-08-20 00:00:00,2134,10
,2023-08-21 00:00:00,2197,9
,2023-08-22 00:00:00,2168,8
,2023-08-23 00:00:00,2070,13
,2023-08-24 00:00:00,2201,8
,2023-08-25 00:00:00,1594,14
,2023-08-26 00:00:00,1960,9
,2023-08-27 00:00:00,2327,11
,2023-08-28 00:00:00,2331,8
,2023-08-29 00:00:00,2291,13
,2023-08-30 00:00:00,2367,7
,2023-08-31 00:00:00,2308,17
2023-09-01 00:00:00,2023-09-01 00:00:00,1584,4
,2023-09-02 00:00:00,2302,21
,2023-09-03 00:00:00,2608,16
,2023-09-04 00:00:00,2138,12
,2023-09-05 00:00:00,3476,11
,2023-09-06 00:00:00,2106,14
,2023-09-07 00:00:00,2689,20
,2023-09-08 00:00:00,1876,15
,2023-09-09 00:00:00,2748,10
,2023-09-10 00:00:00,2993,14
,2023-09-11 00:00:00,2944,11
,2023-09-12 00:00:00,2956,11
,2023-09-13 00:00:00,2944,15
,2023-09-14 00:00:00,2663,11
,2023-09-15 00:00:00,2129,12
,2023-09-16 00:00:00,2598,14
,2023-09-17 00:00:00,3122,18
,2023-09-18 00:00:00,3084,17
,2023-09-19 00:00:00,3027,7
,2023-09-20 00:00:00,3015,21
,2023-09-21 00:00:00,2889,8
,2023-09-22 00:00:00,2153,4
,2023-09-23 00:00:00,2865,14
,2023-09-24 00:00:00,3008,16
,2023-09-25 00:00:00,3033,19
,2023-09-26 00:00:00,3123,15
,2023-09-27 00:00:00,2950,15
,2023-09-28 00:00:00,2357,9
,2023-09-29 00:00:00,1793,8
,2023-09-30 00:00:00,2425,14
2023-10-01 00:00:00,2023-10-01 00:00:00,2882,17
,2023-10-02 00:00:00,2596,11
,2023-10-03 00:00:00,2799,13
,2023-10-04 00:00:00,2564,16
,2023-10-05 00:00:00,2617,9
,2023-10-06 00:00:00,1800,9
,2023-10-07 00:00:00,2158,15
,2023-10-08 00:00:00,2742,7
